company,location,rocket,mission_status,launch_date,failure,launch_year,launch_decade,rocket_failure_rate,rocket_launch_count,org_failure_rate,past_failure_rate,company_enc,location_enc,rocket_enc
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1970-04-15 15:52:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.2076923076923077,48,73,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-04-23 13:20:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1822125813449024,40,90,55
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",Unknown,Success,1970-04-24 13:35:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.07630522088353414,0.0,7,112,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1970-04-24 22:24:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18181818181818182,40,115,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-04-25 17:09:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18142548596112312,40,89,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-04-28 10:50:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1810344827586207,40,106,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-05-12 10:10:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18064516129032257,40,106,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-05-20 09:20:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18025751072961374,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Failure,1970-05-22 12:39:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18201284796573874,40,90,55
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-06-01 19:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.07272727272727272,0.0,42,101,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-06-10 09:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18162393162393162,40,101,55
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",Unknown,Failure,1970-06-12 06:06:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.75,0.6666666666666666,9,16,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1970-06-12 09:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1812366737739872,40,115,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-06-13 04:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18085106382978725,40,90,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-06-17 12:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18046709129511676,40,109,55
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Unknown,Success,1970-06-19 11:37:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.18473895582329317,0.23308270676691728,17,23,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-06-23 14:15:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18008474576271186,40,106,55
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1970-06-25 14:50:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.20610687022900764,48,73,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-06-26 03:23:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17970401691331925,40,109,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-06-26 12:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17932489451476794,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-06-27 07:39:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17894736842105263,40,90,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Failure,1970-06-27 16:40:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18067226890756302,40,89,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-07-07 10:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18029350104821804,40,101,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-07-09 13:35:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1799163179916318,40,106,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Failure,1970-07-21 12:30:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18162839248434237,40,109,55
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-07-28 22:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18125,40,97,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1970-07-31 02:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18087318087318088,40,115,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1970-08-07 02:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18049792531120332,40,115,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-08-07 09:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18012422360248448,40,109,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-08-10 19:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1797520661157025,40,90,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-08-17 05:38:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17938144329896907,40,101,55
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1970-08-18 14:45:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.20454545454545456,48,73,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-08-19 14:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17901234567901234,40,90,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Partial Failure,1970-08-20 14:30:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1806981519507187,40,88,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Partial Failure,1970-08-22 05:06:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18237704918032788,40,101,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-08-29 08:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18200408997955012,40,101,55
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Unknown,Success,1970-09-01 01:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.18473895582329317,0.23134328358208955,17,23,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-09-08 10:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1816326530612245,40,106,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-09-12 13:25:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18126272912423624,40,113,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-09-16 12:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18089430894308944,40,90,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-09-17 08:10:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18052738336713997,40,101,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Failure,1970-09-22 05:00:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.13333333333333333,1.0,22,48,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-09-22 13:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.18016194331983806,40,106,55
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-09-25 14:05:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1797979797979798,40,94,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-09-29 08:14:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17943548387096775,40,109,55
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-01 08:20:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1790744466800805,40,83,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-03 10:26:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.178714859437751,40,116,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-08 12:39:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17835671342685372,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-08 15:10:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.178,40,90,55
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-09 11:04:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17764471057884232,40,83,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-12 13:57:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17729083665338646,40,88,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-14 11:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17693836978131214,40,90,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-15 11:22:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1765873015873016,40,106,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-16 15:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17623762376237623,40,88,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-20 05:38:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17588932806324112,40,116,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-20 19:55:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1755424063116371,40,113,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-23 04:42:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17519685039370078,40,117,55
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1970-10-23 17:40:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.20300751879699247,48,73,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-10-30 02:36:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17485265225933203,40,117,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-10-30 13:20:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17450980392156862,40,109,55
RAE,"LA-5B, RAAF Woomera Range Complex, Australia",Unknown,Failure,1970-11-02 00:34:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.5,1.0,39,16,55
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,Partial Failure,1970-11-06 10:35:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.12962962962962962,0.26666666666666666,34,69,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-11-10 14:40:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17416829745596868,40,113,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-11-11 09:20:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.173828125,40,101,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-11-24 05:15:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17348927875243664,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-11-24 10:59:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17315175097276264,40,90,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-11-27 15:47:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17281553398058253,40,109,55
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Failure,1970-11-30 22:40:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.18473895582329317,0.23703703703703705,17,65,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-02 04:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17248062015503876,40,89,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-12-02 17:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.172147001934236,40,113,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-03 13:55:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1718146718146718,40,109,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-10 11:10:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17148362235067438,40,106,55
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",Unknown,Success,1970-12-12 10:53:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0,0.0,2,80,55
CNES,"ELD, Guiana Space Centre, French Guiana, France",Unknown,Success,1970-12-12 12:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.25,0.0,10,6,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-12 13:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17115384615384616,40,89,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-12-15 10:00:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1708253358925144,40,101,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-16 04:30:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17049808429118773,40,89,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-18 09:39:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1701720841300191,40,90,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1970-12-18 16:15:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16984732824427481,40,106,55
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,Failure,1970-12-22 21:30:00+00:00,1,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17142857142857143,40,89,55
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1970-12-25 03:50:00+00:00,0,1970.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17110266159695817,40,83,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-01-12 09:30:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17077798861480076,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-01-14 12:00:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17045454545454544,40,90,55
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-01-20 11:24:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17013232514177692,40,106,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-01-21 08:40:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16981132075471697,40,101,55
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1971-01-21 18:28:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.20149253731343283,48,73,55
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Success,1971-01-26 00:36:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.18473895582329317,0.23529411764705882,17,64,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-01-26 12:44:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1694915254237288,40,90,55
NASA,"LC-39A, Kennedy Space Center, Florida, USA","1,160.0 ",Success,1971-01-31 21:03:00+00:00,0,1971.0,1970.0,0.07692307692307693,13,0.08374384236453201,0.2542372881355932,35,34,0
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-02-09 18:48:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16917293233082706,40,88,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,1971-02-16 04:00:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.13333333333333333,0.5,22,48,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-02-17 21:10:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16885553470919323,40,88,55
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-02-18 13:59:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16853932584269662,40,108,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,1971-02-21 05:00:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.13333333333333333,0.3333333333333333,22,48,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-02-25 11:11:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16822429906542055,40,117,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-02-26 05:06:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16791044776119404,40,101,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-03-03 09:30:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16759776536312848,40,101,55
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",Unknown,Success,1971-03-03 12:15:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.07630522088353414,0.0,7,112,55
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-03-04 14:27:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16728624535315986,40,117,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Failure,1971-03-05 01:02:00+00:00,1,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16883116883116883,40,109,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Failure,1971-03-05 08:15:00+00:00,1,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17037037037037037,40,115,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-03-18 21:45:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.17005545286506468,40,88,55
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1971-03-21 03:45:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.12962962962962962,0.25,34,73,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-03-23 11:30:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16974169741697417,40,88,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-03-27 10:59:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1694290976058932,40,109,55
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-04-01 11:29:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16911764705882354,40,116,55
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-02 08:20:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1688073394495413,40,108,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-07 07:10:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1684981684981685,40,109,55
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-14 08:00:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16819012797074953,40,108,55
CNES,"ELD, Guiana Space Centre, French Guiana, France",Unknown,Success,1971-04-15 09:09:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.25,0.0,10,6,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-17 11:44:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1678832116788321,40,109,55
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-04-19 01:40:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16757741347905283,40,114,55
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Unknown,Success,1971-04-22 04:22:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16727272727272727,40,115,55
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Unknown,Success,1971-04-22 15:30:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.17834394904458598,0.2,48,73,55
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-04-22 23:54:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16696914700544466,40,83,55
ASI,"Santa Rita 2, San Marco Launch Platform, Kenya",Unknown,Success,1971-04-24 07:32:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0,0.0,2,81,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-24 11:15:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16666666666666666,40,90,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-04-28 14:35:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16636528028933092,40,88,55
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,Success,1971-05-05 07:43:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.12962962962962962,0.23529411764705882,34,69,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-05-06 06:20:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16606498194945848,40,101,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-05-07 14:20:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16576576576576577,40,88,55
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Failure,1971-05-09 01:11:00+00:00,1,1971.0,1970.0,0.10864197530864197,3240,0.18473895582329317,0.24087591240875914,17,64,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-05-10 16:58:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16546762589928057,40,113,55
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-05-18 08:00:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.1651705565529623,40,101,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-05-19 10:20:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16487455197132617,40,90,55
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-05-19 16:22:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16457960644007155,40,114,55
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-05-22 00:51:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16428571428571428,40,88,55
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-05-27 11:59:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16399286987522282,40,90,55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,Success,1971-05-28 10:30:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16370106761565836,40,109,55
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,1971-05-28 15:26:00+00:00,0,1971.0,1970.0,0.10864197530864197,3240,0.0891089108910891,0.16341030195381884,40,113,55
